"281470698576384","281470698576639","TH","Thailand","Chiang Rai","Pa Daet","19.504800","99.992430","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698576640","281470698576895","TH","Thailand","Chiang Rai","Phaya Mengrai","19.849220","100.153580","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698576896","281470698577151","TH","Thailand","Phatthalung","Si Banphot","7.721360","99.884300","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698577152","281470698577407","TH","Thailand","Phra Nakhon Si Ayutthaya","Tha Ruea","14.551250","100.728200","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698577408","281470698577663","TH","Thailand","Surat Thani","Ko Samui","9.535670","99.935670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698577664","281470698577919","TH","Thailand","Krung Thep Maha Nakhon","Bangkok","13.750000","100.516670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698577920","281470698578175","TH","Thailand","Kalasin","Kalasin","16.432810","103.506580","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698578176","281470698578431","TH","Thailand","Kalasin","Na Mon","16.576530","103.787110","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698578432","281470698578687","TH","Thailand","Roi Et","Waeng","16.300060","103.977860","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698578688","281470698578943","TH","Thailand","Loei","Loei","17.490520","101.727490","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698578944","281470698579199","TH","Thailand","Roi Et","Roi Et","16.056700","103.653090","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698579200","281470698579455","TH","Thailand","Nong Khai","Nong Khai","17.878470","102.742000","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698579456","281470698579711","TH","Thailand","Loei","Loei","17.490520","101.727490","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698579712","281470698579967","TH","Thailand","Roi Et","Waeng","16.300060","103.977860","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698579968","281470698580223","TH","Thailand","Sakon Nakhon","Sawang Daen Din","17.475310","103.457530","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698580224","281470698580479","TH","Thailand","Nakhon Phanom","Na Kae","16.946440","104.500810","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698580480","281470698580735","TH","Thailand","Loei","Loei","17.490520","101.727490","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698580736","281470698580991","TH","Thailand","Roi Et","Moeiwadi","16.389440","104.157200","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698580992","281470698581247","TH","Thailand","Kalasin","Na Mon","16.576530","103.787110","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698581248","281470698581503","TH","Thailand","Kalasin","Huai Mek","16.589750","103.235470","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698581504","281470698581759","TH","Thailand","Kalasin","Na Mon","16.576530","103.787110","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698581760","281470698582015","TH","Thailand","Kalasin","Kalasin","16.432810","103.506580","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698582016","281470698582271","TH","Thailand","Krabi","Ao Luek","8.378030","98.721170","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698582272","281470698582527","TH","Thailand","Nakhon Si Thammarat","Thung Song","8.164530","99.680390","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698582528","281470698582783","TH","Thailand","Krabi","Ao Luek","8.378030","98.721170","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698582784","281470698583039","TH","Thailand","Chumphon","Chumphon","10.500000","99.166670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698583040","281470698583295","TH","Thailand","Trang","Trang","7.556330","99.611410","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698583296","281470698583551","TH","Thailand","Surat Thani","Ko Samui","9.535670","99.935670","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698583552","281470698583807","TH","Thailand","Phangnga","Kapong","8.696970","98.409140","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698583808","281470698584063","TH","Thailand","Phatthalung","Khuan Khanun","7.734700","100.009310","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698584064","281470698584319","TH","Thailand","Songkhla","Na Thawi","6.741920","100.691390","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698584320","281470698584575","TH","Thailand","Narathiwat","Rueso","6.393640","101.518470","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698584576","281470698584831","TH","Thailand","Yala","Yala","6.539950","101.281280","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698584832","281470698585343","TH","Thailand","Narathiwat","Tak Bai","6.259470","102.054610","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
"281470698585344","281470698585599","TH","Thailand","Songkhla","Songkhla","7.198820","100.595100","TOT Public Company Limited","tot.co.th","520","15/47","TOT 3G","ISP/MOB"
